date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:13:54	4845/4845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2253aebf1bade8e55b77dcf4423bd6173c%22	https://sahmsolution.com/assets/images/services/main-home/icons/9.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/9.svg	(from https://sahmsolution.com/index.html)
14:13:55	4781/4781	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2285c275d336e134bd2d846c2c01503191%22	https://sahmsolution.com/assets/images/services/main-home/icons/9-white.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/9-white.svg	(from https://sahmsolution.com/index.html)
14:13:55	5101/5101	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c3cb8486445259ca5f565863a1c4cd2b%22	https://sahmsolution.com/assets/images/services/main-home/icons/8.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/8.svg	(from https://sahmsolution.com/index.html)
14:13:56	5084/5084	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d9dd2667e1c855f11e37214f527a1a7e%22	https://sahmsolution.com/assets/images/services/main-home/icons/8-white.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/8-white.svg	(from https://sahmsolution.com/index.html)
14:13:56	132793/132793	---M--	200	added ('OK')	image/png	etag:%22f0f50003d0e332fe8232c3d685b6b221%22	https://sahmsolution.com/assets/images/technology/style2/1.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/1.png	(from https://sahmsolution.com/index.html)
14:13:57	71343/71343	---M--	200	added ('OK')	image/png	etag:%22f2aa02139b0914b9eff421dc7e6dcdb9%22	https://sahmsolution.com/assets/images/technology/style2/2.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/2.png	(from https://sahmsolution.com/index.html)
14:13:58	287680/287680	---M--	200	added ('OK')	image/png	etag:%2285365c2fc79c66ff2535c0663795cd9b%22	https://sahmsolution.com/assets/images/technology/style2/3.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/3.png	(from https://sahmsolution.com/index.html)
14:13:58	105434/105434	---M--	200	added ('OK')	image/png	etag:%22a70bb3a41e80495e15887cc8e3b15bb8%22	https://sahmsolution.com/assets/images/technology/style2/4.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/4.png	(from https://sahmsolution.com/index.html)
14:13:58	53471/53471	---M--	200	added ('OK')	image/png	etag:%22d8bca740e1aa2bfaa177199f0c2b35ae%22	https://sahmsolution.com/assets/images/technology/style2/5.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/5.png	(from https://sahmsolution.com/index.html)
14:13:59	8779/8779	---M--	200	added ('OK')	image/png	etag:%22dd6520fe5aba2a637b2a5d6e8591832a%22	https://sahmsolution.com/assets/images/technology/style2/6.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/6.png	(from https://sahmsolution.com/index.html)
14:14:00	37138/37138	---M--	200	added ('OK')	image/png	etag:%226c7fef745264038490d2529eefa85189%22	https://sahmsolution.com/assets/images/technology/style2/7.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/7.png	(from https://sahmsolution.com/index.html)
14:14:00	47391/47391	---M--	200	added ('OK')	image/png	etag:%2222e2ec530fd455478c72b397b75c73a5%22	https://sahmsolution.com/assets/images/technology/style2/8.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/8.png	(from https://sahmsolution.com/index.html)
14:14:01	50551/50551	---M--	200	added ('OK')	image/png	etag:%22c309c4c6a7bbdb43cf1f290786ce47ab%22	https://sahmsolution.com/assets/images/technology/style2/9.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/9.png	(from https://sahmsolution.com/index.html)
14:14:01	2098/2098	---M--	200	added ('OK')	image/png	etag:%22849a1ebe73b8702dd5fc0e2b30de8564%22	https://sahmsolution.com/assets/images/technology/style2/10.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/10.png	(from https://sahmsolution.com/index.html)
14:14:01	6683/6683	---M--	200	added ('OK')	image/png	etag:%2293aeb998f4144b7e603e350a9558fbec%22	https://sahmsolution.com/assets/images/technology/style2/11.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/11.png	(from https://sahmsolution.com/index.html)
14:14:02	18451/18451	---M--	200	added ('OK')	image/png	etag:%228d632f44c794988ddc32af58dc06fe68%22	https://sahmsolution.com/assets/images/technology/style2/12.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/12.png	(from https://sahmsolution.com/index.html)
14:14:03	11817/11817	---M--	200	added ('OK')	image/png	etag:%22ea2a81dd2a1cf3b0a9b63757cc71cf4e%22	https://sahmsolution.com/assets/images/technology/style2/13.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/13.png	(from https://sahmsolution.com/index.html)
14:14:03	10857/10857	---M--	200	added ('OK')	image/png	etag:%225215b613015e22b66a00af268f517cb8%22	https://sahmsolution.com/assets/images/technology/style2/14.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/14.png	(from https://sahmsolution.com/index.html)
14:14:04	13419/13419	---M--	200	added ('OK')	image/png	etag:%223c123f9d5da4a277a8483b324b455a15%22	https://sahmsolution.com/assets/images/technology/style2/15.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/15.png	(from https://sahmsolution.com/index.html)
14:14:04	9857/9857	---M--	200	added ('OK')	image/png	etag:%226122d899a1b3f191a3b8fa89c06657e2%22	https://sahmsolution.com/assets/images/technology/style2/16.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/16.png	(from https://sahmsolution.com/index.html)
14:14:05	14318/14318	---M--	200	added ('OK')	image/png	etag:%22e186b34d8747dcfccecae09aeabfe346%22	https://sahmsolution.com/assets/images/technology/style2/17.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/17.png	(from https://sahmsolution.com/index.html)
14:14:05	12645/12645	---M--	200	added ('OK')	image/png	etag:%2205c1088d12846791d86d73c6d2de7209%22	https://sahmsolution.com/assets/images/technology/style2/18.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/18.png	(from https://sahmsolution.com/index.html)
14:14:06	11797/11797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cee6c0142b92cd89104a687ad4476521%22	https://sahmsolution.com/assets/images/partner/style2/tamkeentech.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/tamkeentech.svg	(from https://sahmsolution.com/index.html)
14:14:06	7624/7624	---M--	200	added ('OK')	image/png	etag:%2247d0f06162ed93518d4816c3384d3a63%22	https://sahmsolution.com/assets/images/partner/style2/2.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/2.png	(from https://sahmsolution.com/index.html)
14:14:07	53677/53677	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fc8b08bbac7b2483e0c9696e6ba972d7%22	https://sahmsolution.com/assets/images/partner/style2/11.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/11.svg	(from https://sahmsolution.com/index.html)
14:14:08	10819/10819	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b99ff8df9dfbe55653d000ef90775f2e%22	https://sahmsolution.com/assets/images/partner/style2/hrsd.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/hrsd.svg	(from https://sahmsolution.com/index.html)
14:14:08	4832/4832	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c774c9d80740df6ed35978a1080ffa2b%22	https://sahmsolution.com/assets/images/partner/style2/12.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/12.svg	(from https://sahmsolution.com/index.html)
14:14:09	10195/10195	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2226114520ea22c1770cce0c51bb713faa%22	https://sahmsolution.com/assets/images/partner/style2/13.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/13.svg	(from https://sahmsolution.com/index.html)
14:14:09	138204/138204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22edc6a2876babfc98ef480b3af80dffc0%22	https://sahmsolution.com/assets/images/partner/style2/14.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/14.svg	(from https://sahmsolution.com/index.html)
14:14:10	7648/7648	---M--	200	added ('OK')	image/png	etag:%22d7832df16467d28192efbe8c2a42041e%22	https://sahmsolution.com/assets/images/partner/style2/15.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/15.png	(from https://sahmsolution.com/index.html)
14:14:10	9618/9618	---M--	200	added ('OK')	image/png	etag:%2247102fafb992dda9f7857abc5efc2ee4%22	https://sahmsolution.com/assets/images/partner/style2/16.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/16.png	(from https://sahmsolution.com/index.html)
14:14:11	16134/16134	---M--	200	added ('OK')	image/png	etag:%2297bd914ce65f85bd50cbceaa10d727d7%22	https://sahmsolution.com/assets/images/partner/style2/17.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/17.png	(from https://sahmsolution.com/index.html)
14:14:11	14943/14943	---M--	200	added ('OK')	image/png	etag:%2268501988b8c84981b303334ec27eed3b%22	https://sahmsolution.com/assets/images/partner/style2/18.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/18.png	(from https://sahmsolution.com/index.html)
14:14:12	21894/21894	---M--	200	added ('OK')	image/png	etag:%22cf822af2c2e56bdc77ec371c787272bf%22	https://sahmsolution.com/assets/images/partner/style2/19.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/19.png	(from https://sahmsolution.com/index.html)
14:14:13	257208/257208	---M--	200	added ('OK')	image/png	etag:%22075aaf684d40ec5de91cd6fa202427fa%22	https://sahmsolution.com/assets/images/partner/style2/20.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/20.png	(from https://sahmsolution.com/index.html)
14:14:13	18675/18675	---M--	200	added ('OK')	image/png	etag:%22e4b986565fb37ba3984458b632528a0c%22	https://sahmsolution.com/assets/images/partner/style2/21.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/21.png	(from https://sahmsolution.com/index.html)
14:14:14	639268/639268	---M--	200	added ('OK')	image/jpeg	etag:%22707a5c1213f0ea110e78c8197d441a10%22	https://sahmsolution.com/assets/images/partner/style2/22.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/partner/style2/22.jpg	(from https://sahmsolution.com/index.html)
14:14:14	9046/9046	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22380a3e87528751638bf5d28d32764664%22	https://sahmsolution.com/assets/images/logo-light.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/logo-light.svg	(from https://sahmsolution.com/index.html)
14:14:15	15514/15514	---MCZ	200	added ('OK')	application/javascript	etag:W/%22da941a6e1e1df098744318f6d25ba13a%22	https://sahmsolution.com/assets/js/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/modernizr-2.8.3.min.js	(from https://sahmsolution.com/index.html)
14:14:15	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%228fb8fee4fcc3cc86ff6c724154c49c42%22	https://sahmsolution.com/assets/js/jquery.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/jquery.min.js	(from https://sahmsolution.com/index.html)
14:14:16	60089/60089	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a08792f518b51f0f1422b5c96df9eb8a%22	https://sahmsolution.com/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/bootstrap.min.js	(from https://sahmsolution.com/index.html)
14:14:16	4406/4406	---MCZ	200	added ('OK')	application/javascript	etag:W/%2298335331ffd0da1790b22843fc2277b1%22	https://sahmsolution.com/assets/js/rsmenu-main.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/rsmenu-main.js	(from https://sahmsolution.com/index.html)
14:14:17	6766/6766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2277aecb51505695699f34aa7cf3d8544e%22	https://sahmsolution.com/assets/js/jquery.nav.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/jquery.nav.js	(from https://sahmsolution.com/index.html)
14:14:17	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%223eb1555eb82f72cc77ded0f4d9d41633%22	https://sahmsolution.com/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/owl.carousel.min.js	(from https://sahmsolution.com/index.html)
14:14:18	8440/8440	---MCZ	200	added ('OK')	application/javascript	etag:W/%228d5373bcc8b97ac8eaeba8d5f5292474%22	https://sahmsolution.com/assets/js/wow.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/wow.min.js	(from https://sahmsolution.com/index.html)
14:14:18	2060/2060	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fe1be3e502018cd80f941b3cf668adc0%22	https://sahmsolution.com/assets/js/skill.bars.jquery.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/skill.bars.jquery.js	(from https://sahmsolution.com/index.html)
14:14:19	2576/2576	---MCZ	200	added ('OK')	application/javascript	etag:W/%22319b28bb622c3a7f5d5517e2ce8d8011%22	https://sahmsolution.com/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/jquery.counterup.min.js	(from https://sahmsolution.com/index.html)
14:14:19	17548/17548	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f059965cebb133ff85495a3ec2a2f04%22	https://sahmsolution.com/assets/js/waypoints.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/waypoints.min.js	(from https://sahmsolution.com/index.html)
14:14:20	141486/141486	---MCZ	200	added ('OK')	application/javascript	etag:W/%2201290877691497cc499e84e7ffd48c32%22	https://sahmsolution.com/assets/js/swiper.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/swiper.min.js	(from https://sahmsolution.com/index.html)
14:14:20	23364/23364	---MCZ	200	added ('OK')	application/javascript	etag:W/%2200debcf6cf0789a19cee2278011afcd4%22	https://sahmsolution.com/assets/js/particles.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/particles.min.js	(from https://sahmsolution.com/index.html)
14:14:21	20230/20230	---MCZ	200	added ('OK')	application/javascript	etag:W/%22edb2fb875e1b2345dfdc8e3ae5022514%22	https://sahmsolution.com/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/jquery.magnific-popup.min.js	(from https://sahmsolution.com/index.html)
14:14:21	2796/2796	---MCZ	200	added ('OK')	application/javascript	etag:W/%2283dc28f59efcf889c9f4e0ffd1f15b5e%22	https://sahmsolution.com/assets/js/plugins.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/plugins.js	(from https://sahmsolution.com/index.html)
14:14:22	2761/2761	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268d6267e60c6dd59c0de2a3fe8fc9be1%22	https://sahmsolution.com/assets/js/pointer.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/pointer.js	(from https://sahmsolution.com/index.html)
14:14:22	1762/1762	---MCZ	200	added ('OK')	application/javascript	etag:W/%22042420863e3e437beca5db8b4868e380%22	https://sahmsolution.com/assets/js/contact.form.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/contact.form.js	(from https://sahmsolution.com/index.html)
14:14:23	13443/13443	---MCZ	200	added ('OK')	application/javascript	etag:W/%226c99864ee5e3b27dcc94b01cbe85b21e%22	https://sahmsolution.com/assets/js/main.js	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/js/main.js	(from https://sahmsolution.com/index.html)
14:14:24	67816/67816	---MCZ	200	added ('OK')	text/html	etag:W/%222b758459d5f097b4cf55c8b9a7f57ba8%22	https://sahmsolution.com/	C:/My%20Web%20Sites/portfolio/sahmsolution.com/index-2.html	(from https://sahmsolution.com/assets/css/bootstrap.min.css)
14:14:24	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://sahmsolution.com/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/fontawesome-webfont3e6e.eot	(from https://sahmsolution.com/assets/css/font-awesome.min.css)
14:14:25	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://sahmsolution.com/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/fontawesome-webfontd41d.eot	(from https://sahmsolution.com/assets/css/font-awesome.min.css)
14:14:25	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://sahmsolution.com/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://sahmsolution.com/assets/css/font-awesome.min.css)
14:14:26	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://sahmsolution.com/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/fontawesome-webfont3e6e.woff	(from https://sahmsolution.com/assets/css/font-awesome.min.css)
14:14:27	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b06871f281fee6b241d60582ae9369b9%22	https://sahmsolution.com/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://sahmsolution.com/assets/css/font-awesome.min.css)
14:14:29	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22912ec66d7572ff821749319396470bde%22	https://sahmsolution.com/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/fontawesome-webfont3e6e.svg	(from https://sahmsolution.com/assets/css/font-awesome.min.css)
14:14:29	14218/14218	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222980063cc9942b2f6457932d7603c6ad%22	https://sahmsolution.com/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/Flaticon.eot	(from https://sahmsolution.com/assets/fonts/flaticon.css)
14:14:29	14218/14218	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222980063cc9942b2f6457932d7603c6ad%22	https://sahmsolution.com/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/Flaticond41d.eot	(from https://sahmsolution.com/assets/fonts/flaticon.css)
14:14:30	7736/7736	---M--	200	added ('OK')	font/woff2	etag:%221abf6b002290cd92359b59ace514dab3%22	https://sahmsolution.com/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/Flaticon.woff2	(from https://sahmsolution.com/assets/fonts/flaticon.css)
